orderId,drugbankId,name,category,chemicalFormula,smiles,description,relatedDrugs
54,DB01199,Tubocurarine,Small Molecule,C37H41N2O6,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,"Tubocurarine is a non-depolarizing neuromuscular blocking agent and the first identified curare alkaloid.1 Curare is one of the names used to describe plant-derived poisons used by indigenous South Americans to coat the tips of hunting arrows and darts, which were typically derived from plants of the genera Chondrodendron and Strychnos.1 Tubocurarine is a benzylisoquinoline derivative and shares this structural backbone with a number of plant-derived alkaloids, including morphine and papaverine.2 It was first isolated by Harold King in 1935 and was used clinically to induce neuromuscular blockade during surgeries, particularly those involving the abdomen.4 Tubocurarine's clinical use was limited by its relatively long duration of action (30-60 minutes)4 and a number of significant side effects.6 Safer and more pharmacokinetically favorable non-depolarizing neuromuscular blockers, such as rocuronium, have largely replaced the use of tubocurarine in the clinical setting.6","['DrugA', 'DrugB', 'DrugC']"
55,DB01171,Moclobemide,Small Molecule,C13H17ClN2O2,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1,"A reversible monoamine oxidase inhibitor (MAOI) selective for isoform A (RIMA) used to treat major depressive disorder. Most meta-analyses and most studies indicate that in the acute management of depression, moclobemide is more efficacious than placebo medication and similarly efficacious as tricyclic antidepressants (TCA) or selective serotonin reuptake inhibitors (SSRIs). Due to negligible anticholinergic and antihistaminic actions, moclobemide has been better tolerated than tri- or heterocyclic antidepressants 1.","['DrugA', 'DrugB', 'DrugC']"
56,DB01367,Rasagiline,Small Molecule,C12H13N,C#CCN[C@@H]1CCC2=CC=CC=C12,Rasagiline is an irreversible inhibitor of monoamine oxidase and is used as a monotherapy in early Parkinson's disease or as an adjunct therapy in more advanced cases.,"['DrugA', 'DrugB', 'DrugC']"
57,DB00209,Trospium,Small Molecule,C25H30NO3,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,"Trospium is an antispasmodic agent used to treat the symptoms of overactive bladder, a condition that causes the bladder muscles to contract uncontrollably.1 An overactive bladder leads to an increased urge to urinate, frequent urination, and sometimes, loss of control over urination.1 Trospium is manufactured by Indevus Pharmaceutical Inc. and was granted FDA approval in 2007.2","['DrugA', 'DrugB', 'DrugC']"
58,DB00614,Furazolidone,Small Molecule,C8H7N3O5,[O-][N+](=O)C1=CC=C(O1)\C=N\N1CCOC1=O,"A nitrofuran derivative with antiprotozoal and antibacterial activity. Furazolidone binds bacterial DNA which leads to the gradual inhibition of monoamine oxidase. (From Martindale, The Extra Pharmacopoeia, 30th ed, p514)","['DrugA', 'DrugB', 'DrugC']"
59,DB00908,Quinidine,Small Molecule,C20H24N2O2,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,"Quinidine is a D-isomer of quinine present in the bark of the Cinchona tree and similar plant species. This alkaloid was first described in 1848 and has a long history as an antiarrhythmic medication.1,2 Quinidine is considered the first antiarrhythmic drug (class Ia) and is moderately efficacious in the acute conversion of atrial fibrillation to normal sinus rhythm.1 It prolongs cellular action potential by blocking sodium and potassium currents. A phenomenon known as “quinidine syncope” was first described in the 1950s, characterized by syncopal attacks and ventricular fibrillation in patients treated with this drug.1 Due to its side effects and increased risk of mortality, the use of quinidine was reduced over the next few decades. However, it continues to be used in the treatment of Brugada syndrome, short QT syndrome and idiopathic ventricular fibrillation.2","['DrugA', 'DrugB', 'DrugC']"
60,DB00483,Gallamine triethiodide,Small Molecule,C30H60I3N3O3,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,"A synthetic nondepolarizing blocking drug. The actions of gallamine triethiodide are similar to those of tubocurarine, but this agent blocks the cardiac vagus and may cause sinus tachycardia and, occasionally, hypertension and increased cardiac output. It should be used cautiously in patients at risk from increased heart rate but may be preferred for patients with bradycardia. (From AMA Drug Evaluations Annual, 1992, p198)","['DrugA', 'DrugB', 'DrugC']"
61,DB12278,Propiverine,Small Molecule,C23H29NO3,CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,"Propiverine is a widely used antimuscarinic drug with a mixed mode of action in the treatment of symptoms associated with overactive bladder (OAB) 1. Overactive bladder (OAB) is a chronic condition of the lower urinary tract characterized by urinary urgency, increased frequency of urination, and nocturia (frequent waking during the night to urinate). OAB has a negative impact on quality of life and may lead to leakage and inconvenient urinary accidents 15, 16. Overactive bladder syndrome affects millions of elderly individuals in the United States and shows equal prevalence in men and women. The impact of OAB on quality of life is sometimes devastating, especially to elderly patients with other medical conditions 16. Propiverine hydrochloride is a bladder detrusor muscle relaxant drug with dual antimuscarinic and calcium-modulating properties for the treatment of OAB 7.","['DrugA', 'DrugB', 'DrugC']"
62,DB00376,Trihexyphenidyl,Small Molecule,C20H31NO,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,"Trihexyphenidyl is a centrally acting muscarinic antagonist used for treatment of parkinsonism and drug-induced extrapyramidal disorders.11,12 Its discovery was published in 1949 in a study looking for drugs with antispasmodic activity.9 Trihexyphenidyl is rarely used in the treatment of parkinsonism, and is not a first line treatment due to significant adverse effects.15 It has largely been replaced by drugs such as levodopa.15 Trihexyphenidyl was granted FDA approval on 13 May 1949.10","['DrugA', 'DrugB', 'DrugC']"
63,DB00752,Tranylcypromine,Small Molecule,C9H11N,NC1CC1C1=CC=CC=C1,"A propylamine formed from the cyclization of the side chain of amphetamine. This monoamine oxidase inhibitor is effective in the treatment of major depression, dysthymic disorder, and atypical depression. It also is useful in panic and phobic disorders (From AMA Drug Evaluations Annual, 1994, p311).  Tranylcypromine is a racemate comprising equal amounts of (1R,2S)- and (1S,2R)-2-phenylcyclopropan-1-amine with the chiral centers both located on the cylopropane ring. An irreversible monoamine oxidase inhibitor that is used as an antidepressant (INN tranylcypromine).","['DrugA', 'DrugB', 'DrugC']"
64,DB00340,Metixene,Small Molecule,C20H23NS,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,Metixene (or methixene) is a anticholinergic used as an antiparkinsonian agent.,"['DrugA', 'DrugB', 'DrugC']"
65,DB01062,Oxybutynin,Small Molecule,C22H31NO3,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,"Overactive bladder (OAB) is a common condition negatively impacting the lives of millions of patients worldwide. Due to its urinary symptoms that include nocturia, urgency, and frequency, this condition causes social embarrassment and a poor quality of life.4,5  Oxybutynin, also marketed as Ditropan XL, is an anticholinergic medication used for the relief of overactive bladder symptoms that has been optimized for high levels of safety and efficacy since initial FDA approval in 1975.2,14 This drug relieves undesirable urinary symptoms, increasing the quality of life for patients affected by OAB. It is often used as first-line therapy for OAB.3","['DrugA', 'DrugB', 'DrugC']"
66,DB09241,Methylene blue,Small Molecule,C16H18ClN3S,[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,"Methylene blue is an oxidation-reduction agent. The intravenous form of methylene blue is approved by the FDA for the treatment of pediatric and adult patients with acquired methemoglobinemia. Historically, it has been widely used in Africa to treat malaria, but now it disappeared when chloroquine (CQ) and other drugs entered the market. Its use as an urinary tract antiseptic has also been investigated.  Methylthioninium chloride (INN, or methylene blue, proposed trade name Rember) is an investigational drug being developed by the University of Aberdeen and TauRx Therapeutics that has been shown in early clinical trials to be an inhibitor of Tau protein aggregation. The drug is of potential interest for the treatment of patients with Alzheimer's disease.","['DrugA', 'DrugB', 'DrugC']"
67,DB00915,Amantadine,Small Molecule,C10H17N,NC12CC3CC(CC(C3)C1)C2,"An antiviral that is used in the prophylactic or symptomatic treatment of influenza A. It is also used as an antiparkinsonian agent, to treat extrapyramidal reactions, and for postherpetic neuralgia. The mechanisms of its effects in movement disorders are not well understood but probably reflect an increase in synthesis and release of dopamine, with perhaps some inhibition of dopamine uptake.","['DrugA', 'DrugB', 'DrugC']"
68,DB01338,Pipecuronium,Small Molecule,C35H62N4O4,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1,Pipecuronium is a piperazinyl androstane derivative which is a non-depolarizing neuromuscular blocking agent.,"['DrugA', 'DrugB', 'DrugC']"
69,DB00392,Profenamine,Small Molecule,C19H24N2S,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,"Profenamine (also known as ethopropazine) is a medication derived from phenothiazine. It is primarily used as an antidyskinetic to treat Parkinsonism. It is sold under the trade name Parsitan in Canada.1 In the US, the marketing of profenamine has been discontinued.2","['DrugA', 'DrugB', 'DrugC']"
70,DB00809,Tropicamide,Small Molecule,C17H20N2O2,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,"Tropicamide is an alkaloid atropine‐derived anticholinergic drug and a non‐selective antagonist of muscarinic acetylcholine (mACh) receptors.3 Usually available in ophthalmic formulations, tropicamide is used to cause mydriasis and cycloplegia for eye exams or ocular procedures.1 It is also used in combination with hydroxyamphetamine for the same indication.10 Oral tropicamide has been investigated as a potential drug to relieve sialorrhea in patients with Parkinson's Disease.1","['DrugA', 'DrugB', 'DrugC']"
71,DB09245,Toloxatone,Small Molecule,C11H13NO3,CC1=CC(=CC=C1)N1CC(CO)OC1=O,"Toloxatone is an antidepressant agent, the first ever use of which was in France, 1984. It acts as a selective and reversible inhibitor of monoamine oxidase-A (MOA) 5.","['DrugA', 'DrugB', 'DrugC']"
72,DB01173,Orphenadrine,Small Molecule,C18H23NO,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C,A muscarinic antagonist used to treat drug-induced parkinsonism and to relieve pain from muscle spasm.,"['DrugA', 'DrugB', 'DrugC']"
73,DB01337,Pancuronium,Small Molecule,C35H60N2O4,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,A bis-quaternary steroid that is a competitive nicotinic antagonist. As a neuromuscular blocking agent it is more potent than curare but has less effect on the circulatory system and on histamine release.,"['DrugA', 'DrugB', 'DrugC']"
74,DB00979,Cyclopentolate,Small Molecule,C17H25NO3,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,A parasympatholytic anticholinergic used solely to obtain mydriasis or cycloplegia.,"['DrugA', 'DrugB', 'DrugC']"
75,DB01626,Pargyline,Small Molecule,C11H13N,CN(CC#C)CC1=CC=CC=C1,Pargyline is a monoamine oxidase inhibitor with antihypertensive properties.,"['DrugA', 'DrugB', 'DrugC']"
76,DB00245,Benzatropine,Small Molecule,C21H25NO,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,"Benztropine, with the chemical formula 3alpha-diphenylmethoxytropane, is a tropane-based dopamine inhibitor used for the symptomatic treatment of Parkinson's disease. It is a combination molecule between a tropane ring, similar to cocaine, and a diphenyl ether from the dialkylpiperazines determined to be a dopamine uptake inhibitor since 1970. The generation of structure-activity relationships proved that benztropine derivatives with the presence of a chlorine substituent in the para position in one of the phenyl rings produces an increased potency for dopamine uptake inhibition as well as a decreased inhibition of serotonin and norepinephrine.1 Benztropine was developed by USL Pharma and officially approved by the FDA on 1996.9","['DrugA', 'DrugB', 'DrugC']"
77,DB00804,Dicyclomine,Small Molecule,C19H35NO2,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,"Dicyclomine is a muscarinic M1, M3, and M2 receptor antagonist as well as a non-competitive inhibitor of histamine and bradykinin used to treat spasms of the intestines seen in functional bowel disorder and irritable bowel syndrome.3,4,5,6 Though it is commonly prescribed, its recommendation may have been based on a small amount of evidence and so its prescription is becoming less favourable.7 Dicyclomine was granted FDA approval on 11 May 1950.6","['DrugA', 'DrugB', 'DrugC']"
78,DB09275,Bismuth subcitrate potassium,Small Molecule,C12H8BiK5O14,[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,A bismuth compound used for peptic ulcer and gastro-oesophageal reflux disease (GORD).,"['DrugA', 'DrugB', 'DrugC']"
79,DB04574,Estrone sulfate,Small Molecule,C18H22O5S,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OS(O)(=O)=O)C=C3,"Estrone sulfate (as estropipate) is a form of estrogen. It has several uses such as: alleviate symptoms of menopause as hormone replacement therapy, treatment some types of infertility, treatment of some conditions leading to underdevelopment of female sexual characteristics, treatment of vaginal atrophy, treatment of some types of breast cancer (particularly in men and postmenopausal women), treatment of prostate cancer and prevention of osteoporosis.","['DrugA', 'DrugB', 'DrugC']"
80,DB00635,Prednisone,Small Molecule,C21H26O5,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,A synthetic anti-inflammatory glucocorticoid derived from cortisone.1 It is biologically inert and converted to prednisolone in the liver.9 Prednisone was granted FDA approval on 21 February 1955.8,"['DrugA', 'DrugB', 'DrugC']"
81,DB03754,Tromethamine,Small Molecule,C4H11NO3,NC(CO)(CO)CO,"An organic amine proton acceptor. It is used in the synthesis of surface-active agents and pharmaceuticals; as an emulsifying agent for cosmetic creams and lotions, mineral oil and paraffin wax emulsions, as a biological buffer, and used as an alkalizer. (From Merck, 11th ed; Martindale, The Extra Pharmacopoeia, 30th ed, p1424)","['DrugA', 'DrugB', 'DrugC']"
82,DB00860,Prednisolone,Small Molecule,C21H28O5,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"Prednisolone is a glucocorticoid similar to cortisol used for its anti-inflammatory, immunosuppressive, anti-neoplastic, and vasoconstrictive effects.4 Prednisolone was granted FDA approval on 21 June 1955.6","['DrugA', 'DrugB', 'DrugC']"
